episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,connector_metrics/ObsPreprocessorConnector_ms,connector_metrics/StateBufferConnector_ms,connector_metrics/ViewRequirementAgentConnector_ms,timers/training_iteration_time_ms,timers/sample_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,sampler_results/sampler_perf/mean_raw_obs_processing_ms,sampler_results/sampler_perf/mean_inference_ms,sampler_results/sampler_perf/mean_action_processing_ms,sampler_results/sampler_perf/mean_env_wait_ms,sampler_results/sampler_perf/mean_env_render_ms,sampler_results/connector_metrics/ObsPreprocessorConnector_ms,sampler_results/connector_metrics/StateBufferConnector_ms,sampler_results/connector_metrics/ViewRequirementAgentConnector_ms
-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,1,0,0,11000,320000,11000,320000,1000,32000,27.644494447283353,884.6238223130673,11000,32000,11000,False,3,11,c28e8_00000,2023-12-11_10-54-32,1702320872,36.18255090713501,370.30926609039307,17512,059Latitude3410,127.0.0.1,370.30926609039307,11,11000,320000,11000,320000,-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053,35.419,11.727,11000,320000,11000,320000,25.56274509803921,90.24901960784315,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053
-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,1,0,0,12000,352000,12000,352000,1000,32000,22.57107522186394,722.274407099646,12000,32000,12000,False,3,12,c28e8_00000,2023-12-11_10-55-16,1702320916,44.311482429504395,414.62074851989746,17512,059Latitude3410,127.0.0.1,414.62074851989746,12,12000,352000,12000,352000,-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053,32.222,10.201,12000,352000,12000,352000,31.652459016393443,91.16885245901638,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053
-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,1,0,0,13000,384000,13000,384000,1000,32000,31.35307210776614,1003.2983074485164,13000,32000,13000,False,3,13,c28e8_00000,2023-12-11_10-55-48,1702320948,31.901496171951294,446.52224469184875,17512,059Latitude3410,127.0.0.1,446.52224469184875,13,13000,384000,13000,384000,-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053,31.783,9.676,13000,384000,13000,384000,24.533333333333328,92.04666666666668,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053
-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,1,0,0,14000,416000,14000,416000,1000,32000,31.37496644210307,1003.9989261472982,14000,32000,14000,False,3,14,c28e8_00000,2023-12-11_10-56-20,1702320980,31.87954092025757,478.4017856121063,17512,059Latitude3410,127.0.0.1,478.4017856121063,14,14000,416000,14000,416000,-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053,30.72,9.116,14000,416000,14000,416000,23.718181818181822,92.72954545454544,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053
-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,1,0,0,15000,448000,15000,448000,1000,32000,25.304878915126583,809.7561252840507,15000,32000,15000,False,3,15,c28e8_00000,2023-12-11_10-57-00,1702321020,39.52672982215881,517.9285154342651,17512,059Latitude3410,127.0.0.1,517.9285154342651,15,15000,448000,15000,448000,-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053,34.158,10.154,15000,448000,15000,448000,37.74285714285715,93.23035714285713,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053
-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,1,0,0,16000,480000,16000,480000,1000,32000,31.133597760699022,996.2751283423687,16000,32000,16000,False,3,16,c28e8_00000,2023-12-11_10-57-32,1702321052,32.12647342681885,550.054988861084,17512,059Latitude3410,127.0.0.1,550.054988861084,16,16000,480000,16000,480000,-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053,31.23,9.351,16000,480000,16000,480000,24.447727272727274,87.29545454545455,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053
-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,1,0,0,17000,512000,17000,512000,1000,32000,30.39517501641467,972.6456005252694,17000,32000,17000,False,3,17,c28e8_00000,2023-12-11_10-58-05,1702321085,32.905948638916016,582.9609375,17512,059Latitude3410,127.0.0.1,582.9609375,17,17000,512000,17000,512000,-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053,31.99,9.847,17000,512000,17000,512000,25.826086956521745,91.37608695652175,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053
-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,1,0,0,18000,544000,18000,544000,1000,32000,30.516916551224583,976.5413296391866,18000,32000,18000,False,3,18,c28e8_00000,2023-12-11_10-58-37,1702321117,32.77538299560547,615.7363204956055,17512,059Latitude3410,127.0.0.1,615.7363204956055,18,18000,544000,18000,544000,-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053,32.464,9.695,18000,544000,18000,544000,24.763043478260872,93.1478260869565,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053
-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,1,0,0,19000,576000,19000,576000,1000,32000,29.68006053217912,949.7619370297318,19000,32000,19000,False,3,19,c28e8_00000,2023-12-11_10-59-11,1702321151,33.6996533870697,649.4359738826752,17512,059Latitude3410,127.0.0.1,649.4359738826752,19,19000,576000,19000,576000,-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053,31.318,9.438,19000,576000,19000,576000,26.185106382978724,92.85531914893615,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053
-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,1,0,0,20000,608000,20000,608000,1000,32000,31.406379602062987,1005.0041472660156,20000,32000,20000,False,3,20,c28e8_00000,2023-12-11_10-59-43,1702321183,31.848673820495605,681.2846477031708,17512,059Latitude3410,127.0.0.1,681.2846477031708,20,20000,608000,20000,608000,-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053,31.741,9.374,20000,608000,20000,608000,23.340000000000003,91.27555555555557,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053
-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,1,0,0,21000,640000,21000,640000,1000,32000,30.864120220354142,987.6518470513325,21000,32000,21000,False,3,21,c28e8_00000,2023-12-11_11-00-16,1702321216,32.40707588195801,713.6917235851288,17512,059Latitude3410,127.0.0.1,713.6917235851288,21,21000,640000,21000,640000,-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053,31.546,9.667,21000,640000,21000,640000,25.32444444444445,91.65777777777781,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053
-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,1,0,0,22000,672000,22000,672000,1000,32000,31.735488365367786,1015.5356276917692,22000,32000,22000,False,3,22,c28e8_00000,2023-12-11_11-00-47,1702321247,31.516194343566895,745.2079179286957,17512,059Latitude3410,127.0.0.1,745.2079179286957,22,22000,672000,22000,672000,-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053,31.525,9.753,22000,672000,22000,672000,23.454545454545453,91.1909090909091,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053
-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,1,0,0,23000,704000,23000,704000,1000,32000,30.781146491998793,984.9966877439614,23000,32000,23000,False,3,23,c28e8_00000,2023-12-11_11-01-20,1702321280,32.4944212436676,777.7023391723633,17512,059Latitude3410,127.0.0.1,777.7023391723633,23,23000,704000,23000,704000,-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053,35.492,10.576,23000,704000,23000,704000,24.48913043478261,91.46739130434783,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053
-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,1,0,0,24000,736000,24000,736000,1000,32000,31.43267960621469,1005.8457473988701,24000,32000,24000,False,3,24,c28e8_00000,2023-12-11_11-01-51,1702321311,31.820037364959717,809.522376537323,17512,059Latitude3410,127.0.0.1,809.522376537323,24,24000,736000,24000,736000,-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053,31.424,9.121,24000,736000,24000,736000,23.502272727272725,92.0409090909091,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053
-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,1,0,0,25000,768000,25000,768000,1000,32000,30.663209953465994,981.2227185109118,25000,32000,25000,False,3,25,c28e8_00000,2023-12-11_11-02-24,1702321344,32.6181104183197,842.1404869556427,17512,059Latitude3410,127.0.0.1,842.1404869556427,25,25000,768000,25000,768000,-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053,31.124,9.711,25000,768000,25000,768000,26.043478260869573,90.93478260869563,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053
-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,1,0,0,26000,800000,26000,800000,1000,32000,31.664615309678556,1013.2676899097138,26000,32000,26000,False,3,26,c28e8_00000,2023-12-11_11-02-56,1702321376,31.5879807472229,873.7284677028656,17512,059Latitude3410,127.0.0.1,873.7284677028656,26,26000,800000,26000,800000,-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053,32.647,9.606,26000,800000,26000,800000,23.102272727272727,90.86363636363636,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053
-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,1,0,0,27000,832000,27000,832000,1000,32000,30.91827939375344,989.3849406001101,27000,32000,27000,False,3,27,c28e8_00000,2023-12-11_11-03-28,1702321408,32.350162744522095,906.0786304473877,17512,059Latitude3410,127.0.0.1,906.0786304473877,27,27000,832000,27000,832000,-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053,33.3,10.212,27000,832000,27000,832000,24.69555555555556,91.0911111111111,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053
-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,1,0,0,28000,864000,28000,864000,1000,32000,31.719173799157073,1015.0135615730263,28000,32000,28000,False,3,28,c28e8_00000,2023-12-11_11-04-00,1702321440,31.532671451568604,937.6113018989563,17512,059Latitude3410,127.0.0.1,937.6113018989563,28,28000,864000,28000,864000,-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053,31.536,9.582,28000,864000,28000,864000,23.254545454545454,90.14772727272728,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053
